Transaction_Text,Label
Dominos pizza order - INR 21136 - Ref 696696,Food
Swiggy order payment - INR 31011 - Ref 740984,Food
Consumer durable EMI - INR 34858 - Ref 448695,EMI
Ajio clothing purchase - INR 17074 - Ref 760542,Shopping
Ajio clothing purchase - INR 48787 - Ref 292761,Shopping
Retirement fund investment - INR 13265 - Ref 860285,Investment
Bike loan EMI - INR 11416 - Ref 555186,EMI
Ola cab booking - INR 43717 - Ref 660306,Travel
Flight ticket booking - INR 36678 - Ref 975582,Travel
Education loan EMI - INR 4241 - Ref 616670,EMI
Dominos pizza order - INR 13022 - Ref 161217,Food
eBay online order - INR 42940 - Ref 496284,Shopping
Laptop EMI payment - INR 16737 - Ref 519579,EMI
Ajio clothing purchase - INR 34699 - Ref 163995,Shopping
Personal loan EMI - INR 40148 - Ref 617107,EMI
KFC online order - INR 11861 - Ref 836770,Food
Gold bond investment - INR 20610 - Ref 607711,Investment
Airport taxi fare - INR 15196 - Ref 667107,Travel
Mobile EMI payment - INR 1860 - Ref 339906,EMI
Rapido bike ride - INR 28340 - Ref 345074,Travel
Metro card recharge - INR 44201 - Ref 380976,Travel
Mobile EMI payment - INR 25491 - Ref 278338,EMI
Myntra fashion order - INR 1370 - Ref 554574,Shopping
Bike loan EMI - INR 20047 - Ref 210088,EMI
Consumer durable EMI - INR 38845 - Ref 521425,EMI
Supermarket shopping - INR 33213 - Ref 178974,Shopping
Cafe coffee purchase - INR 32318 - Ref 521064,Food
Personal loan EMI - INR 31232 - Ref 768489,EMI
Restaurant dine-in bill - INR 26440 - Ref 271063,Food
Restaurant dine-in bill - INR 18540 - Ref 753122,Food
ETF purchase - INR 329 - Ref 681904,Investment
Lifestyle store purchase - INR 6318 - Ref 543652,Shopping
Zomato food delivery - INR 13393 - Ref 277713,Food
Home loan EMI - INR 26047 - Ref 227791,EMI
Swiggy order payment - INR 23384 - Ref 893655,Food
Bike loan EMI - INR 11506 - Ref 215045,EMI
IRCTC train ticket - INR 19681 - Ref 159387,Travel
Airport taxi fare - INR 29427 - Ref 720189,Travel
PPF contribution - INR 30621 - Ref 750134,Investment
Share trading debit - INR 2198 - Ref 234583,Investment
Amazon online shopping - INR 24998 - Ref 840911,Shopping
Education loan EMI - INR 21968 - Ref 802951,EMI
Education loan EMI - INR 47248 - Ref 561934,EMI
Airport taxi fare - INR 40881 - Ref 305021,Travel
Mutual fund SIP - INR 7085 - Ref 292671,Investment
Hotel stay booking - INR 17022 - Ref 115094,Travel
KFC online order - INR 46641 - Ref 332512,Food
PPF contribution - INR 37624 - Ref 166968,Investment
Car loan EMI - INR 11835 - Ref 855636,EMI
Demat account transfer - INR 14883 - Ref 612655,Investment
Gold bond investment - INR 28662 - Ref 401105,Investment
Hotel stay booking - INR 49721 - Ref 982793,Travel
Bike loan EMI - INR 25572 - Ref 113000,EMI
Cafe coffee purchase - INR 10822 - Ref 420188,Food
Hotel stay booking - INR 47938 - Ref 305224,Travel
Supermarket shopping - INR 25302 - Ref 703995,Shopping
Rapido bike ride - INR 27366 - Ref 678806,Travel
Bakery purchase - INR 40170 - Ref 473647,Food
Ola cab booking - INR 30159 - Ref 348245,Travel
Appliance EMI - INR 11274 - Ref 959682,EMI
Ola cab booking - INR 11907 - Ref 909207,Travel
PPF contribution - INR 22251 - Ref 295657,Investment
Mutual fund SIP - INR 34282 - Ref 563293,Investment
MakeMyTrip travel booking - INR 38731 - Ref 403745,Travel
Share trading debit - INR 39940 - Ref 194601,Investment
Mobile EMI payment - INR 3848 - Ref 659783,EMI
Grocery food items - INR 28462 - Ref 596467,Food
Rapido bike ride - INR 17499 - Ref 628986,Travel
Stock market investment - INR 5181 - Ref 390809,Investment
Ola cab booking - INR 9296 - Ref 522095,Travel
Airport taxi fare - INR 25259 - Ref 206119,Travel
Ola cab booking - INR 5439 - Ref 329482,Travel
NPS contribution - INR 7919 - Ref 549595,Investment
Flight ticket booking - INR 43262 - Ref 735269,Travel
Myntra fashion order - INR 18593 - Ref 511465,Shopping
Mutual fund SIP - INR 32232 - Ref 622206,Investment
Myntra fashion order - INR 3373 - Ref 119106,Shopping
MakeMyTrip travel booking - INR 19806 - Ref 989690,Travel
Bike loan EMI - INR 3592 - Ref 181511,EMI
Mutual fund SIP - INR 42112 - Ref 683854,Investment
Rapido bike ride - INR 34396 - Ref 618930,Travel
Restaurant dine-in bill - INR 899 - Ref 355222,Food
Home loan EMI - INR 38462 - Ref 483712,EMI
Cafe coffee purchase - INR 46467 - Ref 375293,Food
Ajio clothing purchase - INR 3281 - Ref 855706,Shopping
NPS contribution - INR 32309 - Ref 351996,Investment
Demat account transfer - INR 15734 - Ref 221998,Investment
ETF purchase - INR 24356 - Ref 660826,Investment
Electronics purchase - INR 19014 - Ref 258305,Shopping
Car loan EMI - INR 10433 - Ref 183142,EMI
Mobile EMI payment - INR 10568 - Ref 396673,EMI
Bike loan EMI - INR 12791 - Ref 578375,EMI
Demat account transfer - INR 877 - Ref 521537,Investment
Bike loan EMI - INR 20715 - Ref 332137,EMI
Mobile EMI payment - INR 49757 - Ref 742488,EMI
Flight ticket booking - INR 42857 - Ref 844665,Travel
Flight ticket booking - INR 26380 - Ref 549216,Travel
Electronics purchase - INR 27420 - Ref 222197,Shopping
Mobile EMI payment - INR 48612 - Ref 500474,EMI
Consumer durable EMI - INR 32757 - Ref 516162,EMI
Uber ride payment - INR 3945 - Ref 456271,Travel
MakeMyTrip travel booking - INR 45138 - Ref 605203,Travel
Home loan EMI - INR 36721 - Ref 103292,EMI
Hotel dinner bill - INR 14329 - Ref 389868,Food
eBay online order - INR 39070 - Ref 583433,Shopping
ETF purchase - INR 15919 - Ref 119909,Investment
Consumer durable EMI - INR 19721 - Ref 999834,EMI
Laptop EMI payment - INR 48526 - Ref 367431,EMI
Education loan EMI - INR 16851 - Ref 231793,EMI
Personal loan EMI - INR 8154 - Ref 823775,EMI
Bike loan EMI - INR 6804 - Ref 393779,EMI
Bus ticket purchase - INR 20381 - Ref 792868,Travel
Bike loan EMI - INR 38090 - Ref 254948,EMI
eBay online order - INR 21839 - Ref 940301,Shopping
Retirement fund investment - INR 49917 - Ref 337347,Investment
Flipkart purchase - INR 4612 - Ref 365089,Shopping
eBay online order - INR 17437 - Ref 315050,Shopping
Bike loan EMI - INR 6946 - Ref 526811,EMI
PPF contribution - INR 26691 - Ref 642085,Investment
Mutual fund SIP - INR 1222 - Ref 324550,Investment
Stock market investment - INR 17916 - Ref 640215,Investment
Mall shopping payment - INR 4534 - Ref 368845,Shopping
eBay online order - INR 43597 - Ref 510947,Shopping
ETF purchase - INR 11127 - Ref 118143,Investment
Car loan EMI - INR 10374 - Ref 465677,EMI
Restaurant dine-in bill - INR 43662 - Ref 894652,Food
Restaurant dine-in bill - INR 42114 - Ref 564734,Food
Electronics purchase - INR 20432 - Ref 551546,Shopping
Swiggy order payment - INR 15619 - Ref 524269,Food
Fixed deposit investment - INR 49116 - Ref 698202,Investment
Myntra fashion order - INR 25088 - Ref 559169,Shopping
Airport taxi fare - INR 27358 - Ref 407886,Travel
Ajio clothing purchase - INR 19561 - Ref 254575,Shopping
Bakery purchase - INR 23106 - Ref 778790,Food
Bike loan EMI - INR 23873 - Ref 643462,EMI
Retail store shopping - INR 38453 - Ref 318265,Shopping
Home loan EMI - INR 48619 - Ref 927612,EMI
Credit card EMI - INR 4182 - Ref 849928,EMI
Ola cab booking - INR 37488 - Ref 655261,Travel
Mall shopping payment - INR 15759 - Ref 901823,Shopping
Bike loan EMI - INR 30539 - Ref 341304,EMI
MakeMyTrip travel booking - INR 38774 - Ref 757783,Travel
Uber ride payment - INR 2678 - Ref 255704,Travel
Demat account transfer - INR 34313 - Ref 846418,Investment
Flight ticket booking - INR 32370 - Ref 851968,Travel
Laptop EMI payment - INR 24148 - Ref 442214,EMI
Credit card EMI - INR 47298 - Ref 367423,EMI
Flight ticket booking - INR 15053 - Ref 931583,Travel
Ajio clothing purchase - INR 12483 - Ref 437491,Shopping
Grocery food items - INR 43798 - Ref 269907,Food
Uber ride payment - INR 15321 - Ref 840507,Travel
Rapido bike ride - INR 13880 - Ref 594768,Travel
Bakery purchase - INR 18674 - Ref 804019,Food
Flipkart purchase - INR 8024 - Ref 571221,Shopping
Mobile EMI payment - INR 9732 - Ref 401766,EMI
Supermarket shopping - INR 36531 - Ref 787306,Shopping
Mall shopping payment - INR 3551 - Ref 780844,Shopping
Airport taxi fare - INR 46345 - Ref 590861,Travel
Dominos pizza order - INR 6328 - Ref 771325,Food
Restaurant dine-in bill - INR 40056 - Ref 611825,Food
NPS contribution - INR 33332 - Ref 249669,Investment
Consumer durable EMI - INR 43060 - Ref 505591,EMI
Ajio clothing purchase - INR 40240 - Ref 633133,Shopping
Grocery food items - INR 49020 - Ref 451772,Food
KFC online order - INR 11742 - Ref 199518,Food
PPF contribution - INR 30245 - Ref 711268,Investment
Bus ticket purchase - INR 11910 - Ref 343601,Travel
Flipkart purchase - INR 17796 - Ref 458001,Shopping
Ajio clothing purchase - INR 33131 - Ref 128144,Shopping
Share trading debit - INR 13598 - Ref 819726,Investment
Hotel stay booking - INR 39719 - Ref 756662,Travel
Bakery purchase - INR 18488 - Ref 491520,Food
Demat account transfer - INR 9147 - Ref 595243,Investment
Dominos pizza order - INR 7558 - Ref 938588,Food
Gold bond investment - INR 19813 - Ref 898323,Investment
Electronics purchase - INR 38863 - Ref 842677,Shopping
Swiggy order payment - INR 441 - Ref 548562,Food
eBay online order - INR 18763 - Ref 441274,Shopping
Metro card recharge - INR 22101 - Ref 378299,Travel
Retail store shopping - INR 24030 - Ref 481034,Shopping
IRCTC train ticket - INR 49370 - Ref 997731,Travel
Fixed deposit investment - INR 5921 - Ref 225046,Investment
Consumer durable EMI - INR 18525 - Ref 843364,EMI
Ola cab booking - INR 25231 - Ref 975275,Travel
Laptop EMI payment - INR 26133 - Ref 182083,EMI
Rapido bike ride - INR 44036 - Ref 508496,Travel
Lifestyle store purchase - INR 38549 - Ref 836082,Shopping
Laptop EMI payment - INR 25038 - Ref 200708,EMI
Amazon online shopping - INR 8162 - Ref 291598,Shopping
IRCTC train ticket - INR 2996 - Ref 477783,Travel
IRCTC train ticket - INR 27575 - Ref 735958,Travel
Education loan EMI - INR 41870 - Ref 951098,EMI
Bakery purchase - INR 49126 - Ref 689653,Food
Fixed deposit investment - INR 15357 - Ref 891101,Investment
Rapido bike ride - INR 165 - Ref 282142,Travel
Airport taxi fare - INR 31138 - Ref 722893,Travel
Bus ticket purchase - INR 47443 - Ref 894841,Travel
Zomato food delivery - INR 13368 - Ref 627197,Food
McDonald's meal payment - INR 38510 - Ref 785298,Food
Supermarket shopping - INR 27801 - Ref 503502,Shopping
eBay online order - INR 46363 - Ref 140520,Shopping
Swiggy order payment - INR 6433 - Ref 705034,Food
NPS contribution - INR 8859 - Ref 896241,Investment
Retirement fund investment - INR 39037 - Ref 594510,Investment
Credit card EMI - INR 33218 - Ref 503766,EMI
Grocery food items - INR 42061 - Ref 654922,Food
Electronics purchase - INR 20234 - Ref 224716,Shopping
Ola cab booking - INR 47999 - Ref 173908,Travel
Swiggy order payment - INR 28121 - Ref 561953,Food
Laptop EMI payment - INR 32923 - Ref 807878,EMI
Myntra fashion order - INR 26126 - Ref 770947,Shopping
Credit card EMI - INR 11610 - Ref 501763,EMI
Grocery food items - INR 49715 - Ref 108125,Food
ETF purchase - INR 14945 - Ref 294011,Investment
Mall shopping payment - INR 8142 - Ref 486969,Shopping
Gold bond investment - INR 5504 - Ref 528819,Investment
Swiggy order payment - INR 48575 - Ref 910725,Food
MakeMyTrip travel booking - INR 33897 - Ref 513902,Travel
ETF purchase - INR 4443 - Ref 699766,Investment
Flipkart purchase - INR 21810 - Ref 545817,Shopping
eBay online order - INR 2766 - Ref 795162,Shopping
Mall shopping payment - INR 13022 - Ref 340085,Shopping
Grocery food items - INR 35506 - Ref 906124,Food
Uber ride payment - INR 24579 - Ref 183835,Travel
KFC online order - INR 41555 - Ref 325933,Food
Flight ticket booking - INR 33042 - Ref 374731,Travel
Demat account transfer - INR 24263 - Ref 199656,Investment
Fixed deposit investment - INR 38560 - Ref 836337,Investment
Metro card recharge - INR 27144 - Ref 730137,Travel
eBay online order - INR 43100 - Ref 497330,Shopping
Flipkart purchase - INR 6960 - Ref 466796,Shopping
Mutual fund SIP - INR 40065 - Ref 261192,Investment
Ola cab booking - INR 38907 - Ref 294876,Travel
Ola cab booking - INR 2628 - Ref 495039,Travel
MakeMyTrip travel booking - INR 36146 - Ref 224058,Travel
Demat account transfer - INR 47778 - Ref 995619,Investment
IRCTC train ticket - INR 25786 - Ref 434763,Travel
Restaurant dine-in bill - INR 6299 - Ref 140813,Food
Appliance EMI - INR 33584 - Ref 919412,EMI
Myntra fashion order - INR 33508 - Ref 463952,Shopping
Mall shopping payment - INR 2078 - Ref 418288,Shopping
Dominos pizza order - INR 28107 - Ref 788133,Food
PPF contribution - INR 33100 - Ref 110938,Investment
Ola cab booking - INR 16901 - Ref 326365,Travel
McDonald's meal payment - INR 19295 - Ref 344014,Food
eBay online order - INR 18696 - Ref 141699,Shopping
Mutual fund SIP - INR 48855 - Ref 992967,Investment
Myntra fashion order - INR 31996 - Ref 580699,Shopping
Consumer durable EMI - INR 40788 - Ref 945211,EMI
Consumer durable EMI - INR 22213 - Ref 466057,EMI
Laptop EMI payment - INR 34382 - Ref 252500,EMI
Metro card recharge - INR 40325 - Ref 366066,Travel
Grocery food items - INR 28761 - Ref 495857,Food
Retirement fund investment - INR 15311 - Ref 302170,Investment
Cafe coffee purchase - INR 18713 - Ref 947765,Food
McDonald's meal payment - INR 44342 - Ref 799031,Food
Mobile EMI payment - INR 6972 - Ref 639967,EMI
Bakery purchase - INR 7488 - Ref 380831,Food
Fixed deposit investment - INR 33241 - Ref 206061,Investment
Rapido bike ride - INR 22628 - Ref 646126,Travel
Mutual fund SIP - INR 12655 - Ref 528963,Investment
Gold bond investment - INR 23370 - Ref 906094,Investment
Zomato food delivery - INR 28413 - Ref 629015,Food
Education loan EMI - INR 47382 - Ref 223085,EMI
Flight ticket booking - INR 47231 - Ref 482626,Travel
Bakery purchase - INR 11377 - Ref 583429,Food
Bike loan EMI - INR 30693 - Ref 539920,EMI
Appliance EMI - INR 17237 - Ref 397404,EMI
Electronics purchase - INR 7152 - Ref 204371,Shopping
Mall shopping payment - INR 14050 - Ref 847801,Shopping
Bike loan EMI - INR 20767 - Ref 592698,EMI
Appliance EMI - INR 13301 - Ref 480849,EMI
Flight ticket booking - INR 24485 - Ref 757304,Travel
Flipkart purchase - INR 44854 - Ref 595686,Shopping
Gold bond investment - INR 41950 - Ref 127727,Investment
Retirement fund investment - INR 34442 - Ref 688269,Investment
Retail store shopping - INR 27431 - Ref 345301,Shopping
Uber ride payment - INR 30191 - Ref 708832,Travel
Stock market investment - INR 37150 - Ref 522294,Investment
Flight ticket booking - INR 12404 - Ref 296097,Travel
Electronics purchase - INR 20664 - Ref 925384,Shopping
Bakery purchase - INR 10604 - Ref 309205,Food
Mutual fund SIP - INR 48339 - Ref 147476,Investment
Mutual fund SIP - INR 17408 - Ref 101469,Investment
Hotel dinner bill - INR 40948 - Ref 121693,Food
Cafe coffee purchase - INR 31605 - Ref 154915,Food
NPS contribution - INR 31274 - Ref 759582,Investment
Credit card EMI - INR 28913 - Ref 792870,EMI
Home loan EMI - INR 37921 - Ref 131436,EMI
Metro card recharge - INR 25141 - Ref 716578,Travel
Dominos pizza order - INR 44107 - Ref 831249,Food
Retail store shopping - INR 49466 - Ref 207601,Shopping
Uber ride payment - INR 31538 - Ref 903487,Travel
Amazon online shopping - INR 27835 - Ref 968790,Shopping
Stock market investment - INR 2958 - Ref 677020,Investment
NPS contribution - INR 43651 - Ref 772743,Investment
Bakery purchase - INR 25132 - Ref 693367,Food
Supermarket shopping - INR 18543 - Ref 143660,Shopping
Education loan EMI - INR 7955 - Ref 505962,EMI
KFC online order - INR 41695 - Ref 293777,Food
Gold bond investment - INR 35491 - Ref 847039,Investment
Hotel dinner bill - INR 43919 - Ref 519725,Food
Ola cab booking - INR 27910 - Ref 337133,Travel
Rapido bike ride - INR 11603 - Ref 875290,Travel
Share trading debit - INR 47351 - Ref 105726,Investment
Mutual fund SIP - INR 15165 - Ref 328252,Investment
Lifestyle store purchase - INR 28808 - Ref 284587,Shopping
Retirement fund investment - INR 42313 - Ref 772076,Investment
Dominos pizza order - INR 33525 - Ref 256140,Food
Ajio clothing purchase - INR 42658 - Ref 349797,Shopping
KFC online order - INR 43419 - Ref 534322,Food
McDonald's meal payment - INR 23422 - Ref 658028,Food
Appliance EMI - INR 36835 - Ref 241686,EMI
Retirement fund investment - INR 43698 - Ref 894687,Investment
Dominos pizza order - INR 1786 - Ref 888598,Food
Home loan EMI - INR 29898 - Ref 981464,EMI
Swiggy order payment - INR 42236 - Ref 539378,Food
Bakery purchase - INR 28084 - Ref 698535,Food
Education loan EMI - INR 44692 - Ref 800255,EMI
Metro card recharge - INR 35929 - Ref 917455,Travel
Education loan EMI - INR 5093 - Ref 474606,EMI
KFC online order - INR 24320 - Ref 190775,Food
Ola cab booking - INR 47243 - Ref 821561,Travel
Uber ride payment - INR 35573 - Ref 986995,Travel
MakeMyTrip travel booking - INR 7101 - Ref 120823,Travel
Demat account transfer - INR 25328 - Ref 477631,Investment
Retirement fund investment - INR 44619 - Ref 849457,Investment
MakeMyTrip travel booking - INR 16425 - Ref 293190,Travel
Laptop EMI payment - INR 18714 - Ref 170438,EMI
Myntra fashion order - INR 41579 - Ref 725583,Shopping
Metro card recharge - INR 21034 - Ref 181685,Travel
Bike loan EMI - INR 42029 - Ref 109200,EMI
Ajio clothing purchase - INR 20881 - Ref 149387,Shopping
Share trading debit - INR 26341 - Ref 765325,Investment
NPS contribution - INR 4442 - Ref 779913,Investment
eBay online order - INR 6532 - Ref 272662,Shopping
Ajio clothing purchase - INR 11820 - Ref 691739,Shopping
Consumer durable EMI - INR 34060 - Ref 995601,EMI
Dominos pizza order - INR 23152 - Ref 641998,Food
Stock market investment - INR 35280 - Ref 670791,Investment
Ola cab booking - INR 24799 - Ref 422924,Travel
Share trading debit - INR 28216 - Ref 339994,Investment
Mobile EMI payment - INR 18827 - Ref 683130,EMI
Personal loan EMI - INR 30079 - Ref 678700,EMI
Laptop EMI payment - INR 8641 - Ref 466546,EMI
Appliance EMI - INR 27773 - Ref 111090,EMI
Restaurant dine-in bill - INR 46468 - Ref 572157,Food
Bus ticket purchase - INR 6563 - Ref 607393,Travel
Dominos pizza order - INR 47410 - Ref 361011,Food
Swiggy order payment - INR 5814 - Ref 110885,Food
Stock market investment - INR 8233 - Ref 777289,Investment
Grocery food items - INR 28346 - Ref 120360,Food
Grocery food items - INR 9935 - Ref 284462,Food
Metro card recharge - INR 35265 - Ref 953851,Travel
Flight ticket booking - INR 28131 - Ref 816412,Travel
NPS contribution - INR 16462 - Ref 759456,Investment
Rapido bike ride - INR 45876 - Ref 391897,Travel
Consumer durable EMI - INR 47215 - Ref 740942,EMI
Ola cab booking - INR 36010 - Ref 174754,Travel
Laptop EMI payment - INR 21874 - Ref 333236,EMI
Demat account transfer - INR 49079 - Ref 780330,Investment
Bus ticket purchase - INR 20425 - Ref 376389,Travel
Car loan EMI - INR 16385 - Ref 245901,EMI
Gold bond investment - INR 1153 - Ref 812305,Investment
Ola cab booking - INR 38795 - Ref 637273,Travel
Mutual fund SIP - INR 32912 - Ref 867859,Investment
Mall shopping payment - INR 26869 - Ref 513132,Shopping
Amazon online shopping - INR 34549 - Ref 122231,Shopping
Flipkart purchase - INR 33959 - Ref 916689,Shopping
Ajio clothing purchase - INR 2981 - Ref 138768,Shopping
Grocery food items - INR 26173 - Ref 239853,Food
Mutual fund SIP - INR 9675 - Ref 526043,Investment
Share trading debit - INR 2391 - Ref 406767,Investment
Flight ticket booking - INR 43637 - Ref 202679,Travel
Home loan EMI - INR 8425 - Ref 420521,EMI
Myntra fashion order - INR 7207 - Ref 994405,Shopping
Retirement fund investment - INR 24157 - Ref 298346,Investment
Bus ticket purchase - INR 16123 - Ref 467680,Travel
Flight ticket booking - INR 21163 - Ref 661633,Travel
Hotel dinner bill - INR 27548 - Ref 884560,Food
Cafe coffee purchase - INR 24414 - Ref 260376,Food
Hotel stay booking - INR 9135 - Ref 859374,Travel
Demat account transfer - INR 10231 - Ref 895725,Investment
Stock market investment - INR 35371 - Ref 206592,Investment
Grocery food items - INR 25326 - Ref 473752,Food
Bakery purchase - INR 9782 - Ref 306239,Food
Restaurant dine-in bill - INR 16891 - Ref 796905,Food
Credit card EMI - INR 7797 - Ref 764433,EMI
Swiggy order payment - INR 4377 - Ref 685287,Food
NPS contribution - INR 47288 - Ref 402392,Investment
Ajio clothing purchase - INR 2011 - Ref 180183,Shopping
Lifestyle store purchase - INR 16150 - Ref 261390,Shopping
Zomato food delivery - INR 49155 - Ref 412470,Food
Grocery food items - INR 35405 - Ref 467736,Food
Mobile EMI payment - INR 27550 - Ref 419225,EMI
Metro card recharge - INR 19632 - Ref 983366,Travel
Amazon online shopping - INR 24175 - Ref 277918,Shopping
Retirement fund investment - INR 44156 - Ref 112624,Investment
Uber ride payment - INR 35900 - Ref 205468,Travel
Home loan EMI - INR 40337 - Ref 934422,EMI
Personal loan EMI - INR 35901 - Ref 776582,EMI
KFC online order - INR 5315 - Ref 421500,Food
Retirement fund investment - INR 33290 - Ref 383369,Investment
Mall shopping payment - INR 43078 - Ref 528120,Shopping
Uber ride payment - INR 10607 - Ref 797851,Travel
Swiggy order payment - INR 3895 - Ref 945162,Food
Personal loan EMI - INR 21375 - Ref 319799,EMI
Appliance EMI - INR 10827 - Ref 985240,EMI
Share trading debit - INR 2737 - Ref 618867,Investment
Retail store shopping - INR 13791 - Ref 233015,Shopping
Amazon online shopping - INR 20595 - Ref 575989,Shopping
Electronics purchase - INR 18682 - Ref 546656,Shopping
Electronics purchase - INR 37803 - Ref 433450,Shopping
Lifestyle store purchase - INR 47487 - Ref 130487,Shopping
Credit card EMI - INR 12851 - Ref 226104,EMI
Airport taxi fare - INR 13439 - Ref 685957,Travel
Dominos pizza order - INR 17861 - Ref 989634,Food
PPF contribution - INR 17079 - Ref 477943,Investment
Hotel stay booking - INR 45741 - Ref 876258,Travel
Bakery purchase - INR 20458 - Ref 189452,Food
Cafe coffee purchase - INR 19808 - Ref 336179,Food
eBay online order - INR 726 - Ref 553779,Shopping
Bakery purchase - INR 26731 - Ref 228612,Food
Flipkart purchase - INR 4611 - Ref 481823,Shopping
Hotel dinner bill - INR 1455 - Ref 840294,Food
Retirement fund investment - INR 21223 - Ref 887700,Investment
Retail store shopping - INR 18782 - Ref 958604,Shopping
Appliance EMI - INR 40007 - Ref 104372,EMI
Share trading debit - INR 28195 - Ref 812567,Investment
Retirement fund investment - INR 10048 - Ref 635436,Investment
Consumer durable EMI - INR 23689 - Ref 556453,EMI
Consumer durable EMI - INR 33466 - Ref 588152,EMI
Appliance EMI - INR 20764 - Ref 236501,EMI
PPF contribution - INR 31166 - Ref 279410,Investment
MakeMyTrip travel booking - INR 2107 - Ref 134664,Travel
Fixed deposit investment - INR 30533 - Ref 189640,Investment
Credit card EMI - INR 46177 - Ref 122386,EMI
Mutual fund SIP - INR 12234 - Ref 536500,Investment
Mobile EMI payment - INR 7830 - Ref 498247,EMI
Appliance EMI - INR 10580 - Ref 707174,EMI
ETF purchase - INR 5380 - Ref 126235,Investment
Metro card recharge - INR 10600 - Ref 496380,Travel
Gold bond investment - INR 4331 - Ref 661639,Investment
Supermarket shopping - INR 20045 - Ref 514936,Shopping
Flight ticket booking - INR 655 - Ref 451528,Travel
Ajio clothing purchase - INR 7482 - Ref 745479,Shopping
Rapido bike ride - INR 21732 - Ref 904608,Travel
Lifestyle store purchase - INR 44234 - Ref 326927,Shopping
Metro card recharge - INR 45219 - Ref 393496,Travel
Mobile EMI payment - INR 15212 - Ref 461505,EMI
Mobile EMI payment - INR 12534 - Ref 657212,EMI
Ola cab booking - INR 24799 - Ref 589867,Travel
Bakery purchase - INR 19480 - Ref 401124,Food
Share trading debit - INR 14399 - Ref 981669,Investment
Ola cab booking - INR 3293 - Ref 142376,Travel
Lifestyle store purchase - INR 40190 - Ref 123061,Shopping
Retail store shopping - INR 21769 - Ref 459161,Shopping
Laptop EMI payment - INR 14572 - Ref 576168,EMI
Stock market investment - INR 11024 - Ref 731759,Investment
Metro card recharge - INR 1715 - Ref 142824,Travel
Lifestyle store purchase - INR 15604 - Ref 918122,Shopping
Bakery purchase - INR 14229 - Ref 261769,Food
Mobile EMI payment - INR 40975 - Ref 213488,EMI
Share trading debit - INR 18252 - Ref 222825,Investment
McDonald's meal payment - INR 34488 - Ref 978088,Food
Education loan EMI - INR 34232 - Ref 314819,EMI
Fixed deposit investment - INR 18767 - Ref 351062,Investment
Rapido bike ride - INR 9137 - Ref 213555,Travel
Uber ride payment - INR 34996 - Ref 801950,Travel
Mobile EMI payment - INR 34974 - Ref 831780,EMI
Ola cab booking - INR 18066 - Ref 658578,Travel
Airport taxi fare - INR 8194 - Ref 747089,Travel
McDonald's meal payment - INR 28647 - Ref 519501,Food
IRCTC train ticket - INR 14799 - Ref 595830,Travel
McDonald's meal payment - INR 4572 - Ref 602525,Food
Airport taxi fare - INR 30246 - Ref 195565,Travel
Bike loan EMI - INR 19364 - Ref 297993,EMI
Ajio clothing purchase - INR 11559 - Ref 923943,Shopping
Hotel stay booking - INR 3754 - Ref 388174,Travel
Swiggy order payment - INR 15486 - Ref 425550,Food
Electronics purchase - INR 27575 - Ref 392878,Shopping
Uber ride payment - INR 3317 - Ref 411751,Travel
IRCTC train ticket - INR 49736 - Ref 330065,Travel
Restaurant dine-in bill - INR 41637 - Ref 643700,Food
Bakery purchase - INR 48539 - Ref 294547,Food
Bus ticket purchase - INR 29951 - Ref 558677,Travel
Bakery purchase - INR 36458 - Ref 668999,Food
Restaurant dine-in bill - INR 14089 - Ref 617232,Food
Electronics purchase - INR 39563 - Ref 414613,Shopping
Consumer durable EMI - INR 461 - Ref 372269,EMI
Education loan EMI - INR 6440 - Ref 530331,EMI
NPS contribution - INR 43446 - Ref 325895,Investment
McDonald's meal payment - INR 17356 - Ref 406105,Food
Flight ticket booking - INR 1958 - Ref 572440,Travel
Dominos pizza order - INR 37271 - Ref 171302,Food
Hotel dinner bill - INR 2575 - Ref 327215,Food
Bus ticket purchase - INR 30159 - Ref 759575,Travel
Gold bond investment - INR 18406 - Ref 295685,Investment
Consumer durable EMI - INR 3289 - Ref 794698,EMI
Amazon online shopping - INR 30762 - Ref 277858,Shopping
Ajio clothing purchase - INR 33561 - Ref 959570,Shopping
Flight ticket booking - INR 10343 - Ref 500837,Travel
Fixed deposit investment - INR 14779 - Ref 847460,Investment
Share trading debit - INR 37858 - Ref 215889,Investment
Gold bond investment - INR 10791 - Ref 225154,Investment
Hotel stay booking - INR 17378 - Ref 720479,Travel
Car loan EMI - INR 5299 - Ref 284270,EMI
Share trading debit - INR 41099 - Ref 709588,Investment
Dominos pizza order - INR 21313 - Ref 171429,Food
Home loan EMI - INR 26778 - Ref 343048,EMI
Share trading debit - INR 4724 - Ref 884429,Investment
Car loan EMI - INR 25161 - Ref 942374,EMI
Mobile EMI payment - INR 42574 - Ref 635759,EMI
ETF purchase - INR 37599 - Ref 718610,Investment
Restaurant dine-in bill - INR 49191 - Ref 673330,Food
Amazon online shopping - INR 36386 - Ref 174501,Shopping
Flight ticket booking - INR 1732 - Ref 494734,Travel
Electronics purchase - INR 10823 - Ref 751113,Shopping
Bike loan EMI - INR 33317 - Ref 266679,EMI
PPF contribution - INR 39555 - Ref 657605,Investment
McDonald's meal payment - INR 15334 - Ref 891879,Food
Lifestyle store purchase - INR 35318 - Ref 396999,Shopping
